team,path,distance
La Salle,La Salle->Rhode Island->NC State->Tennessee->Kentucky->LSU->Texas->UCLA,7
Utah State,Utah State->Air Force->San Diego State->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,7
Dartmouth,Dartmouth->Iona->Navy->Florida->Ole Miss->Vanderbilt->Texas->UCLA,7
Murray State,Murray State->Memphis->Florida Atlantic->South Florida->Duke->LSU->Texas->UCLA,7
Yale,Yale->American->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,7
Gonzaga,Gonzaga->Oregon State->Illinois->Maryland->Kentucky->LSU->Texas->UCLA,7
Detroit Mercy,Detroit Mercy->Cleveland State->Green Bay->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,7
New Orleans,New Orleans->Incarnate Word->Northwestern State->McNeese->Texas A&M->Ole Miss->Vanderbilt->Texas->UCLA,8
Indiana State,Indiana State->Western Kentucky->Wichita State->East Carolina->South Florida->Duke->LSU->Texas->UCLA,8
Buffalo,Buffalo->Toledo->Kent State->Tulsa->Florida->Ole Miss->Vanderbilt->Texas->UCLA,8
Coppin State,Coppin State->Sacred Heart->Iona->Navy->Florida->Ole Miss->Vanderbilt->Texas->UCLA,8
UNC Greensboro,UNC Greensboro->Mercer->Tulane->Temple->South Florida->Duke->LSU->Texas->UCLA,8
Seattle,Seattle->San Diego->Pepperdine->South Dakota->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Winthrop,Winthrop->Queens (NC)->West Georgia->Jacksonville->Georgia Tech->Notre Dame->Vanderbilt->Texas->UCLA,8
Samford,Samford->Stony Brook->Drexel->Temple->South Florida->Duke->LSU->Texas->UCLA,8
Eastern Illinois,Eastern Illinois->Tennessee State->North Alabama->Jacksonville->Georgia Tech->Notre Dame->Vanderbilt->Texas->UCLA,8
Saint Francis (PA),Saint Francis (PA)->Wagner->Cornell->Columbia->California->Notre Dame->Vanderbilt->Texas->UCLA,8
Le Moyne,Le Moyne->Lafayette->Lehigh->Navy->Florida->Ole Miss->Vanderbilt->Texas->UCLA,8
UTEP,UTEP->Delaware->Florida International->Florida Atlantic->South Florida->Duke->LSU->Texas->UCLA,8
Northeastern,Northeastern->Yale->American->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Bellarmine,Bellarmine->Wright State->Purdue Fort Wayne->Green Bay->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Boston College,Boston College->New Hampshire->Albany (NY)->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Bethune-Cookman,Bethune-Cookman->Florida A&M->Southern->Arizona->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
UNC Wilmington,UNC Wilmington->North Carolina Central->Maryland-Eastern Shore->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Fordham,Fordham->Stony Brook->Drexel->Temple->South Florida->Duke->LSU->Texas->UCLA,8
UNC Asheville,UNC Asheville->South Carolina State->West Georgia->Jacksonville->Georgia Tech->Notre Dame->Vanderbilt->Texas->UCLA,8
Texas A&M-Corpus Christi,Texas A&M-Corpus Christi->Incarnate Word->Northwestern State->McNeese->Texas A&M->Ole Miss->Vanderbilt->Texas->UCLA,8
Chicago State,Chicago State->Wagner->Cornell->Columbia->California->Notre Dame->Vanderbilt->Texas->UCLA,8
Furman,Furman->Georgia State->James Madison->Virginia Tech->Clemson->Duke->LSU->Texas->UCLA,8
Jackson State,Jackson State->Alabama State->Southern->Arizona->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Manhattan,Manhattan->Saint Peter's->Iona->Navy->Florida->Ole Miss->Vanderbilt->Texas->UCLA,8
Nicholls State,Nicholls State->Alcorn State->Southern->Arizona->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
UT-Martin,UT-Martin->Lipscomb->Stetson->Jacksonville->Georgia Tech->Notre Dame->Vanderbilt->Texas->UCLA,8
Gardner-Webb,Gardner-Webb->Hampton->William & Mary->Wake Forest->Georgia Tech->Notre Dame->Vanderbilt->Texas->UCLA,8
Southeastern Louisiana,Southeastern Louisiana->East Texas A&M->Stephen F. Austin->McNeese->Texas A&M->Ole Miss->Vanderbilt->Texas->UCLA,8
Southern Indiana,Southern Indiana->SIU-Edwardsville->Eastern Kentucky->Utah->West Virginia->Duke->LSU->Texas->UCLA,8
Northern Illinois,Northern Illinois->SIU-Edwardsville->Eastern Kentucky->Utah->West Virginia->Duke->LSU->Texas->UCLA,8
Stonehill,Stonehill->Wagner->Cornell->Columbia->California->Notre Dame->Vanderbilt->Texas->UCLA,8
Tennessee Tech,Tennessee Tech->Lipscomb->Florida Gulf Coast->Florida Atlantic->South Florida->Duke->LSU->Texas->UCLA,8
North Carolina A&T,North Carolina A&T->North Carolina Central->Maryland-Eastern Shore->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Wofford,Wofford->Charleston Southern->Radford->Navy->Florida->Ole Miss->Vanderbilt->Texas->UCLA,8
Little Rock,Little Rock->Central Arkansas->Eastern Kentucky->Utah->West Virginia->Duke->LSU->Texas->UCLA,8
UC Riverside,UC Riverside->Hawaii->Liberty->East Carolina->South Florida->Duke->LSU->Texas->UCLA,8
Akron,Akron->Toledo->Kent State->Tulsa->Florida->Ole Miss->Vanderbilt->Texas->UCLA,8
Cal Poly,Cal Poly->Cal State Bakersfield->Wichita State->East Carolina->South Florida->Duke->LSU->Texas->UCLA,8
Northern Arizona,Northern Arizona->UC San Diego->Air Force->San Diego State->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
UC Davis,UC Davis->Idaho->Montana State->Colorado->Baylor->Duke->LSU->Texas->UCLA,8
Houston Christian,Houston Christian->East Texas A&M->Stephen F. Austin->McNeese->Texas A&M->Ole Miss->Vanderbilt->Texas->UCLA,8
Canisius,Canisius->Wright State->Purdue Fort Wayne->Green Bay->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Mercyhurst,Mercyhurst->LIU->American->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Grambling,Grambling->Arkansas-Pine Bluff->Memphis->Florida Atlantic->South Florida->Duke->LSU->Texas->UCLA,8
Morgan State,Morgan State->North Carolina Central->Maryland-Eastern Shore->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Cal State Northridge,Cal State Northridge->San Diego->Pepperdine->South Dakota->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Cal State Fullerton,Cal State Fullerton->Pacific->Santa Clara->San Diego State->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Portland State,Portland State->Weber State->Utah Tech->UT Arlington->Texas A&M->Ole Miss->Vanderbilt->Texas->UCLA,8
Delaware State,Delaware State->North Carolina Central->Maryland-Eastern Shore->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Kansas City,Kansas City->Omaha->Oral Roberts->South Dakota->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Texas Southern,Texas Southern->Arkansas-Pine Bluff->Memphis->Florida Atlantic->South Florida->Duke->LSU->Texas->UCLA,8
Mississippi Valley State,Mississippi Valley State->Lipscomb->Stetson->Jacksonville->Georgia Tech->Notre Dame->Vanderbilt->Texas->UCLA,8
Rider,Rider->Lafayette->Loyola (MD)->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,8
Delta State,Delta State->Louisiana->South Alabama->Florida Atlantic->South Florida->Duke->LSU->Texas->UCLA,8
Long Beach State,Long Beach State->Cal State Bakersfield->Wichita State->East Carolina->South Florida->Duke->LSU->Texas->UCLA,8
San Jose State,San Jose State->Sacramento State->Eastern Washington->South Dakota->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Scranton,Scranton->Pitt->Cornell->Columbia->California->Notre Dame->Vanderbilt->Texas->UCLA,8
Faulkner University,Faulkner University->Alabama State->Southern->Arizona->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Roosevelt,Roosevelt->Western Michigan->South Alabama->Florida Atlantic->South Florida->Duke->LSU->Texas->UCLA,8
Rochester Christian,Rochester Christian->Detroit Mercy->Cleveland State->Green Bay->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,8
Presbyterian,Presbyterian->Gardner-Webb->Hampton->William & Mary->Wake Forest->Georgia Tech->Notre Dame->Vanderbilt->Texas->UCLA,9
Central Connecticut,Central Connecticut->Chicago State->Wagner->Cornell->Columbia->California->Notre Dame->Vanderbilt->Texas->UCLA,9
New Haven,New Haven->Stonehill->Wagner->Cornell->Columbia->California->Notre Dame->Vanderbilt->Texas->UCLA,9
Niagara,Niagara->Rider->Lafayette->Loyola (MD)->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,9
Carnegie Mellon,Carnegie Mellon->Saint Francis (PA)->Wagner->Cornell->Columbia->California->Notre Dame->Vanderbilt->Texas->UCLA,9
Johns Hopkins,Johns Hopkins->Morgan State->North Carolina Central->Maryland-Eastern Shore->UMBC->Virginia->Georgia->Vanderbilt->Texas->UCLA,9
Loyola (LA),Loyola (LA)->New Orleans->Incarnate Word->Northwestern State->McNeese->Texas A&M->Ole Miss->Vanderbilt->Texas->UCLA,9
Edward Waters,Edward Waters->Bethune-Cookman->Florida A&M->Southern->Arizona->Kansas State->Ole Miss->Vanderbilt->Texas->UCLA,9
